,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
412,526,Data Scientist,105.5,82,129,na,na,TX,Applied Research Laboratories,na,Colleges & Universities,Education,3.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Austin,,501 - 1000,Unknown / Non-Applicable,Geospatial Software Developer and Data Scientist,48015
413,528,Other Scientist,74.0,47,101,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Toxicologist - Product Integrity (Stewardship),37067
414,530,Data Analyst,62.5,49,76,na,na,AL,Raytheon,1922,Aerospace & Defense,Aerospace & Defense,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Huntsville,,10000+,$10+ billion (USD),Systems Engineer II - Data Analyst,01089
415,532,Other Scientist,65.5,43,88,Senior,Phd,NC,RTI International,1958,Research & Development,Business Services,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Durham,,1001 - 5000,$500 million to $1 billion (USD),Senior Research Analytical Scientist-Non-Targeted Analysis,37063
416,533,Data Scientist,161.5,124,199,na,na,NJ,TRANZACT,1989,Advertising & Marketing,Business Services,3.6,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Fort Lee,,1001 - 5000,Unknown / Non-Applicable,Director Data Science,34003
417,534,Data Analyst,72.5,52,93,Senior,na,PA,United BioSource,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Blue Bell,,1001 - 5000,$100 to $500 million (USD),Sr Data Analyst - IT,
418,535,Data Engineer,139.0,97,181,Senior,na,CA,Figure Eight,2008,Computer Hardware & Software,Information Technology,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$10 to $25 million (USD),Senior Data Engineer,06075
419,537,Data Engineer,136.5,100,173,Senior,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Senior Data Engineer,06075
420,538,Data Scientist,74.5,53,96,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,36061
421,539,Other Scientist,80.5,65,96,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Biostatistician,37067
422,540,Data Scientist,75.5,56,95,na,MSc,NM,Sartorius,1870,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Albuquerque,,5001 - 10000,$1 to $2 billion (USD),Data Scientist,35001
423,541,Data Scientist,143.5,111,176,na,na,MO,1904labs,2016,IT Services,Information Technology,4.7,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Saint Louis,,51 - 200,Unknown / Non-Applicable,Data Scientist,29510
424,542,Data Scientist,101.0,75,127,na,na,VA,Royce Geospatial,2014,Aerospace & Defense,Aerospace & Defense,5.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Springfield,,51 - 200,$10 to $25 million (USD),Data Scientist,51059
425,543,Data Engineer,92.0,65,119,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Engineer,25013
426,544,Data Scientist,76.5,56,97,na,Phd,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Computational Chemist/Data Scientist,53005
427,545,Data Scientist,140.5,108,173,Senior,na,UT,Recursion Pharmaceuticals,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Salt Lake City,,51 - 200,$1 to $5 million (USD),Principal Data Scientist (Computational Chemistry),49035
428,546,Data Scientist,116.5,94,139,na,na,NJ,Citi,1812,Investment Banking & Asset Management,Finance,3.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Jersey City,,10000+,$10+ billion (USD),Data Scientist,34017
429,548,Machine Learning Engineer,232.5,176,289,Senior,Phd,CA,Sage Intacct,1999,Computer Hardware & Software,Information Technology,4.7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,San Francisco,,501 - 1000,Unknown / Non-Applicable,Principal Machine Learning Scientist,06075
430,549,Data Scientist,120.5,92,149,na,Phd,CA,Scale AI,2016,Enterprise Software & Network Solutions,Information Technology,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Data Scientist,06075
431,550,Data Scientist,82.0,63,101,na,MSc,VA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arlington,,1001 - 5000,$1 to $2 billion (USD),Product Engineer – Data Science,51013
432,552,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Chemistry & Immunology",36055
433,554,Data Scientist,153.0,118,188,na,Phd,CA,Change Healthcare,2007,IT Services,Information Technology,2.7,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,Emeryville,,10000+,Unknown / Non-Applicable,Data Scientist,06001
434,555,Data Scientist,127.0,108,146,na,MSc,CA,MZ,2008,Internet,Information Technology,3.4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Palo Alto,,501 - 1000,Unknown / Non-Applicable,Data Scientist,06085
435,556,Data Scientist,85.5,65,106,na,Phd,CA,HG Insights,2010,Computer Hardware & Software,Information Technology,4.7,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Santa Barbara,,51 - 200,Unknown / Non-Applicable,Data Scientist,06083
436,557,Data Scientist,76.5,55,98,na,na,NY,"1-800-FLOWERS.COM, Inc.",1976,Wholesale,Business Services,2.8,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Carle Place,,1001 - 5000,$1 to $2 billion (USD),Data Scientist,
437,558,Data Scientist,128.0,94,162,na,na,NY,CBS Interactive,1992,TV Broadcast & Cable Networks,Media,3.5,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,New York,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist,36061
438,560,Data Engineer,91.5,63,120,na,na,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,King of Prussia,,1 - 50,$5 to $10 million (USD),Data Engineer,42091
439,561,Other Scientist,134.5,90,179,Senior,Phd,MA,Rubius Therapeutics,2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,$100 to $500 million (USD),"Scientist/Senior Scientist, Autoimmune",
440,562,Data Scientist,164.5,127,202,na,na,CA,Samba TV,2008,Advertising & Marketing,Business Services,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,Unknown / Non-Applicable,Data Scientist,06075
441,563,Other Scientist,93.5,60,127,na,MSc,MD,ClearEdge,2002,Computer Hardware & Software,Information Technology,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Annapolis Junction,,51 - 200,$5 to $10 million (USD),Software Engineer - Data Visualization,
442,565,Data Analyst,44.0,31,57,na,MSc,FL,SV Microwave,1991,Telecommunications Manufacturing,Telecommunications,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Palm Beach,,201 - 500,$50 to $100 million (USD),Market Data Analyst,12099
443,566,Data Engineer,149.5,105,194,na,MSc,TX,Sumo Logic,2010,Computer Hardware & Software,Information Technology,3.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin,,501 - 1000,Unknown / Non-Applicable,Staff Data Engineer,48015
444,567,Data Engineer,65.5,45,86,na,MSc,DC,EAB,2007,Research & Development,Business Services,3.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Washington,,1001 - 5000,Unknown / Non-Applicable,Associate Data Engineer,11001
445,568,Data Engineer,109.0,75,143,na,na,VA,SpringML,2015,Enterprise Software & Network Solutions,Information Technology,4.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Herndon,,1 - 50,Unknown / Non-Applicable,Data Engineer,51059
446,570,Data Engineer,177.0,126,228,na,Phd,CA,Samsung Research America,1988,Computer Hardware & Software,Information Technology,3.7,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,Mountain View,,1001 - 5000,$50 to $100 million (USD),Staff Data Engineer,06085
447,572,Data Scientist,107.0,80,134,na,Phd,VA,Systems & Technology Research,2010,Aerospace & Defense,Aerospace & Defense,4.7,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Arlington,,201 - 500,$100 to $500 million (USD),Data Scientist,51013
448,573,Data Scientist,154.5,120,189,na,Phd,CA,Netskope,2012,Enterprise Software & Network Solutions,Information Technology,4.1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Santa Clara,,501 - 1000,Unknown / Non-Applicable,Data Scientist,06085
449,575,Data Scientist,113.5,85,142,na,na,CA,Lorven Technologies Inc,na,Accounting,Accounting & Legal,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Santa Clara,,1 - 50,Less than $1 million (USD),Data Scientist,06085
450,576,Data Scientist,124.5,95,154,Senior,MSc,NC,Brighthouse Financial,2017,Insurance Carriers,Insurance,3.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Charlotte,,1001 - 5000,Unknown / Non-Applicable,Senior Data Scientist,37119
451,577,Data Scientist,143.5,111,176,na,Phd,CA,CareDx,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Brisbane,,1 - 50,Unknown / Non-Applicable,Data Scientist,06081
452,578,Data Scientist,113.5,87,140,na,MSc,CA,Serigor Inc.,na,IT Services,Information Technology,3.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,1 - 50,Less than $1 million (USD),Data Scientist,06075
453,579,Data Scientist,101.5,76,127,na,MSc,VA,Leidos,1969,Aerospace & Defense,Aerospace & Defense,3.4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Springfield,,10000+,$10+ billion (USD),Data Scientist,51059
454,580,Data Analyst,73.0,54,92,na,na,NY,Beckman Coulter Diagnostics,1935,Health Care Products Manufacturing,Manufacturing,3.6,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,New York,,10000+,$2 to $5 billion (USD),"Data Analyst, Performance Partnership",36061
455,582,Data Scientist,80.5,61,100,na,MSc,NY,IHS Markit,2016,Consulting,Business Services,3.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$2 to $5 billion (USD),Data Scientist,36061
456,583,Data Scientist,110.5,81,140,na,MSc,NY,ALI,na,na,na,-1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,New York,,unknown,Unknown / Non-Applicable,Data Scientist,36061
457,585,Data Engineer,114.0,80,148,na,MSc,CA,Affinity Solutions,1998,Advertising & Marketing,Business Services,2.9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,San Jose,,51 - 200,Unknown / Non-Applicable,Staff BI and Data Engineer,06085
458,586,Data Scientist,139.5,108,171,na,na,CA,e-IT Professionals Corp.,na,"Health, Beauty, & Fitness",Consumer Services,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Foster City,,51 - 200,$5 to $10 million (USD),Data Scientist,06081
459,587,Data Scientist,145.5,112,179,na,na,NY,TechProjects,2011,IT Services,Information Technology,4.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,New York,,1 - 50,Unknown / Non-Applicable,Data Scientist,36061
460,588,Data Scientist,87.0,63,111,na,na,NY,Biz2Credit Inc,2007,Lending,Finance,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,$100 to $500 million (USD),Data Scientist,36061
461,589,Data Scientist,100.5,75,126,na,MSc,MA,PeoplesBank,1885,Banks & Credit Unions,Finance,4.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Holyoke,,201 - 500,$50 to $100 million (USD),Data Scientist,25013
462,590,Data Scientist,147.0,110,184,na,MSc,NY,Capgemini,1967,Enterprise Software & Network Solutions,Information Technology,3.8,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,New York,,10000+,$10+ billion (USD),Data Scientist Manager,36061
463,591,Data Engineer,110.5,76,145,na,MSc,NY,GNY Insurance Companies,1914,Insurance Carriers,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,$100 to $500 million (USD),Data Engineer,36061
464,594,Data Analyst,49.0,36,62,na,na,PA,Citadel Federal Credit Union,1937,Banks & Credit Unions,Finance,3.9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Exton,,501 - 1000,Unknown / Non-Applicable,Marketing Data Analyst,
465,595,Data Scientist,94.0,70,118,na,MSc,MA,"Conch Technologies, Inc",na,Consulting,Business Services,4.6,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Waltham,,51 - 200,$5 to $10 million (USD),Data Scientist,25017
466,597,Data Scientist,123.5,94,153,Senior,MSc,NY,Medidata Solutions,1999,Enterprise Software & Network Solutions,Information Technology,4.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist,36061
467,599,Other Scientist,84.5,54,115,Senior,Phd,NY,Rochester Regional Health,2014,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochester,,10000+,$500 million to $1 billion (USD),"Principal Scientist, Hematology",36055
468,600,Data Analyst,71.0,50,92,na,na,VA,CALIBRE Systems,1989,IT Services,Information Technology,3.7,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Alexandria,,501 - 1000,$100 to $500 million (USD),Data Analyst,51510
469,601,Data Engineer,73.0,49,97,na,MSc,OR,HP Inc.,1939,Computer Hardware & Software,Information Technology,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Corvallis,,10000+,Unknown / Non-Applicable,Software Data Engineer - College,41003
470,602,Director,101.0,67,135,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Director - Data, Privacy and AI Governance",25025
471,603,Machine Learning Engineer,181.0,138,224,na,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Staff Machine Learning Engineer,06075
472,604,Data Scientist,109.5,80,139,na,na,CA,Northrop Grumman,1939,Aerospace & Defense,Aerospace & Defense,3.7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Diego,,10000+,$10+ billion (USD),Data Scientist,06073
473,605,Data Scientist,184.5,158,211,Senior,na,WA,Visa Inc.,1958,IT Services,Information Technology,3.7,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Bellevue,,10000+,$10+ billion (USD),Lead Data Scientist,53033
474,606,Data Scientist,165.0,150,180,Senior,MSc,NY,Quartet Health,2014,Enterprise Software & Network Solutions,Information Technology,3.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Senior Data Scientist - Algorithms,36061
475,607,Data Analyst,61.0,42,80,na,MSc,IL,Motorola Solutions,1928,Computer Hardware & Software,Information Technology,3.7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chicago,,10000+,$5 to $10 billion (USD),Information Security Data Analyst,17031
476,608,Data Engineer,205.0,190,220,Senior,na,CA,Credit Sesame,2010,Internet,Information Technology,4.1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Mountain View,,51 - 200,$50 to $100 million (USD),Lead Data Engineer,06085
477,609,Data Analyst,59.5,42,77,na,na,NY,Success Academy Charter Schools,2006,Kna2 Education,Education,3.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$100 to $500 million (USD),Data Analyst,36061
478,610,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing - Kentucky BioProcessing,21059
479,613,Data Analyst,62.5,54,71,na,na,CT,Infosys,1981,IT Services,Information Technology,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hartford,,10000+,$10+ billion (USD),Consultant - Analytics Consulting,09003
480,614,Data Scientist Project Manager,63.0,34,92,na,MSc,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Springfield,,5001 - 10000,$10+ billion (USD),Data Analytics Project Manager,25013
481,616,Data Analyst,66.0,47,85,na,na,NY,AXION Healthcare Solutions,1980,Health Care Services & Hospitals,Health Care,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1 - 50,$10 to $25 million (USD),Data Analyst,36061
482,617,Data Engineer,94.5,65,124,na,MSc,CA,Alignment Healthcare,2013,Health Care Services & Hospitals,Health Care,3.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Orange,,501 - 1000,Unknown / Non-Applicable,Data Engineer,06059
483,619,Data Scientist,75.5,56,95,na,na,NY,ExecOnline,2012,Education Training Services,Education,4.2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,New York,,51 - 200,Unknown / Non-Applicable,Data Scientist,36061
484,622,Machine Learning Engineer,87.0,62,112,na,na,VA,Mteq,1954,Aerospace & Defense,Aerospace & Defense,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fort Belvoir,,501 - 1000,$100 to $500 million (USD),Machine Learning Engineer,51059
485,623,Data Scientist,140.0,107,173,Senior,Phd,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),Senior Data Scientist Oncology,24031
486,624,Data Scientist,86.0,64,108,na,MSc,MD,Brillient,2006,IT Services,Information Technology,3.7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Silver Spring,,201 - 500,$25 to $50 million (USD),Data Scientist,24031
487,625,Data Scientist,116.5,89,144,Senior,MSc,CA,Entefy,2012,Internet,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Palo Alto,,1 - 50,Unknown / Non-Applicable,Senior Data Scientist,06085
488,627,Other Scientist,154.5,109,200,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist (Neuroscience),25017
489,629,Machine Learning Engineer,87.0,61,113,na,na,KS,Cboe Global Markets,1973,Stock Exchanges,Finance,3.7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Lenexa,,501 - 1000,$500 million to $1 billion (USD),Machine Learning Engineer - Regulatory,20091
490,630,Data Analyst,48.5,35,62,na,MSc,CA,San Manuel Casino,1986,Gambling,"Arts, Entertainment & Recreation",3.6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Highland,,1001 - 5000,$100 to $500 million (USD),Marketing Data Analyst,06071
491,631,Data Engineer,80.0,55,105,na,na,TX,Trace3,2002,IT Services,Information Technology,3.4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Houston,,501 - 1000,$1 to $2 billion (USD),Data Engineer,48225
492,632,Other Scientist,44.5,37,52,na,na,TX,Texas Health Huguley Hospital,1977,Health Care Services & Hospitals,Health Care,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burleson,,1001 - 5000,$50 to $100 million (USD),Medical Laboratory Scientist,48051
493,633,Other Scientist,52.5,39,66,na,na,IL,Teasdale Latin Foods,na,Food & Beverage Manufacturing,Manufacturing,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoopeston,,501 - 1000,$100 to $500 million (USD),R&D Specialist/ Food Scientist,17183
494,634,Data Scientist,173.0,135,211,Senior,MSc,CA,Northrop Grumman,1939,Aerospace & Defense,Aerospace & Defense,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Jose,,10000+,$10+ billion (USD),Principal Data Scientist,06085
495,635,Data Engineer,68.5,57,80,na,na,AZ,Saama Technologies Inc,1997,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phoenix,,501 - 1000,Unknown / Non-Applicable,Data Engineer,04013
496,636,Data Scientist,172.0,129,215,na,Phd,NY,Two Sigma,2001,Investment Banking & Asset Management,Finance,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,Unknown / Non-Applicable,Data Scientist - Alpha Insights,36061
497,637,Data Scientist,114.5,86,143,na,na,MA,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Data Scientist, Office of Data Science",25025
498,638,Other Scientist,95.0,63,127,Senior,Phd,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),"Associate Principal Scientist, Pharmacogenomics",24031
499,639,Data Scientist,69.5,50,89,na,na,MA,MITRE,1958,Federal Agencies,Government,3.2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Bedford,,5001 - 10000,$1 to $2 billion (USD),Data Scientist - Systems Engineering,
500,640,Data Engineer,64.5,43,86,na,na,NY,Guidepoint,2003,Research & Development,Business Services,3.2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,501 - 1000,Unknown / Non-Applicable,Data Engineer,36061
501,642,Other Scientist,111.5,74,149,na,Phd,CA,Cerus Corporation,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Concord,,201 - 500,$25 to $50 million (USD),"Scientist, Bacteriology",06013
502,643,Data Scientist,97.5,71,124,na,na,NY,Strategic Financial Solutions,2007,Consumer Product Rental,Consumer Services,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,501 - 1000,Unknown / Non-Applicable,Data Scientist,36061
503,644,Data Engineer,154.5,113,196,na,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Cambridge,,10000+,$10+ billion (USD),"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",
504,645,Machine Learning Engineer,124.0,81,167,Senior,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist-Machine Learning,42003
505,646,Data Scientist,95.0,69,121,na,na,NY,"Remedy BPCI Partners, LLC.",2011,Health Care Services & Hospitals,Health Care,3.4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Data Scientist,36061
506,647,Data Scientist,128.5,97,160,Senior,na,IL,Maven Wave Partners,2008,Consulting,Business Services,4.4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Senior Data Scientist,17031
507,648,Data Scientist,194.0,150,238,Senior,na,CA,The Climate Corporation,2006,Enterprise Software & Network Solutions,Information Technology,3.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,501 - 1000,Unknown / Non-Applicable,Principal Data Scientist,06075
508,651,Data Scientist,104.5,77,132,na,MSc,NY,Crossix Solutions,2005,Advertising & Marketing,Business Services,3.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Data Scientist,36061
509,652,Other Scientist,65.0,49,81,na,na,CO,Vail Health,1966,Health Care Services & Hospitals,Health Care,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vail,,501 - 1000,$100 to $500 million (USD),Clinical Laboratory Scientist,08037
510,653,Data Engineer,85.5,59,112,na,na,NC,Clarity Insights,2008,IT Services,Information Technology,4.2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Charlotte,,201 - 500,Unknown / Non-Applicable,Data Engineer - Consultant (Charlotte Based),37119
511,654,Data Analyst,50.0,35,65,na,na,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Salt Lake City,,10000+,Unknown / Non-Applicable,"Data Analyst 1, full-time contract worker for up to 12 months",49035
512,655,Data Engineer,113.0,79,147,na,na,CA,NCSOFT,1997,Video Games,Media,3.1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Aliso Viejo,,1001 - 5000,$10+ billion (USD),Data Engineer,06059
513,658,Other Scientist,90.5,62,119,na,MSc,MA,GSK,1830,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Scientist, Immuno-Oncology",
514,660,Data Scientist,153.0,119,187,Senior,na,CA,Factual,2008,Computer Hardware & Software,Information Technology,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,,51 - 200,Unknown / Non-Applicable,Senior Data Scientist,06037
515,661,Data Analyst,123.5,90,157,na,MSc,CA,TriNet,1988,Consulting,Business Services,3.3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Dublin,,1001 - 5000,$2 to $5 billion (USD),Products Data Analyst II,06001
516,662,Data Analyst,47.0,32,62,Senior,na,NY,Signpost,2010,Internet,Information Technology,3.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,$10 to $25 million (USD),Lead Data Analyst,36061
